zbs,fecha_informe,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
V Centenario,2020/07/28 09:34:00,7,44.4,161,1021.12
Cea_Bermúdez,2020/07/28 09:34:00,6,30.88,262,1348.57
Cercedilla,2020/07/28 09:34:00,,20.85,208,1445.75
Chopera,2020/07/28 09:34:00,30,95.56,438,1395.17
Ciudad de los Periodistas,2020/07/28 09:34:00,,15.92,386,1535.83
Collado Mediano,2020/07/28 09:34:00,,15.78,71,560.29
Campo Real,2020/07/28 09:34:00,,25.62,119,609.72
Cortes,2020/07/28 09:34:00,19,72.1,281,1066.33
PeÒagrande,2020/07/28 09:34:00,,12,406,1624.06
Los Fresnos,2020/07/28 09:34:00,,0,70,764.86
Aranjuez,2020/07/28 09:34:00,,9.1,370,841.56
Los Pedroches,2020/07/28 09:34:00,7,32.13,495,2272
La Plata,2020/07/28 09:34:00,,16.99,191,649
Cadalso de los Vidrios,2020/07/28 09:34:00,,17.85,59,1053.2
Canillejas,2020/07/28 09:34:00,8,28,350,1225.19
Méndez_Álvaro,2020/07/28 09:34:00,,33.36,70,778.3
Puerta de Madrid,2020/07/28 09:34:00,,0,159,1192.35
Torrelaguna,2020/07/28 09:34:00,,0,57,889.37
Pozo_de_Tío_Raimundo,2020/07/28 09:34:00,,13.9,116,1612.01
Comillas,2020/07/28 09:34:00,,17.85,259,1155.63
La_Elipa,2020/07/28 09:34:00,12,87.51,188,1370.96
Buitrago de Lozoya,2020/07/28 09:34:00,,18.32,42,769.37
Parque Europa,2020/07/28 09:34:00,,9.02,216,649.66
Parque Loranca,2020/07/28 09:34:00,,3.22,194,624.3
La Ribota,2020/07/28 09:34:00,,10.93,216,1180.07
El Escorial,2020/07/28 09:34:00,,6.19,150,928.1
San_Andrés,2020/07/28 09:34:00,20,85.31,289,1232.72
Montecarmelo,2020/07/28 09:34:00,,5.41,275,1488.1
San Blas,2020/07/28 09:34:00,10,31.52,194,611.52
Virgen_del_Cortijo,2020/07/28 09:34:00,,0,287,2041.54
Goya,2020/07/28 09:34:00,11,18.49,739,1242.48
Adelfas,2020/07/28 09:34:00,10,34.28,455,1559.93
Embajadores,2020/07/28 09:34:00,9,34.86,303,1173.74
Barcelona,2020/07/28 09:34:00,13,62.03,209,997.28
Doctor_Cirajas,2020/07/28 09:34:00,6,17.71,426,1257.16
Doctor Luengo RodrÌguez,2020/07/28 09:34:00,19,47.98,345,871.17
Doctor Tamames,2020/07/28 09:34:00,,10.44,211,1100.97
El_Espinillo,2020/07/28 09:34:00,6,36.05,161,967.37
MarÌa Jes˙s Hereza,2020/07/28 09:34:00,14,36.55,654,1707.62
Navalcarnero,2020/07/28 09:34:00,,4.84,353,854.25
La Marazuela,2020/07/28 09:34:00,,16.61,82,681.01
Mar_Báltico,2020/07/28 09:34:00,19,29.79,719,1127.15
MarquÈs de la Valdavia,2020/07/28 09:34:00,,11.39,118,671.87
Algete,2020/07/28 09:34:00,,17.83,237,845.25
Silvano,2020/07/28 09:34:00,,7.34,387,947.09
Opañel,2020/07/28 09:34:00,6,30.95,306,1578.3
Valdemorillo,2020/07/28 09:34:00,,7.99,55,439.37
Robledo de Chavela,2020/07/28 09:34:00,,0,52,563.2
Rivas - La Paz,2020/07/28 09:34:00,,12.81,261,1114.38
La Cabrera,2020/07/28 09:34:00,,0,44,611.96
Pavones,2020/07/28 09:34:00,,0,287,1774.34
Moralzarzal,2020/07/28 09:34:00,,30.71,87,667.89
Las Rozas,2020/07/28 09:34:00,,5.22,325,847.77
Campo_de_la_Paloma,2020/07/28 09:34:00,7,36.66,277,1450.79
Canal_de_Panamá,2020/07/28 09:34:00,,12.78,322,1029.05
Carabanchel_Alto,2020/07/28 09:34:00,,16.11,205,825.85
Caramuel,2020/07/28 09:34:00,6,26.01,276,1196.62
Carmen Calzado,2020/07/28 09:34:00,,12.84,197,1264.36
Casa_de_Campo,2020/07/28 09:34:00,6,46.24,199,1533.48
Castelló,2020/07/28 09:34:00,,25.45,200,1272.59
Castilla la Nueva,2020/07/28 09:34:00,10,42.78,251,1073.75
Manzanares El Real,2020/07/28 09:34:00,,12.23,98,599.46
Maqueda,2020/07/28 09:34:00,7,25.83,393,1449.92
Torres de la Alameda,2020/07/28 09:34:00,,3.87,232,898.04
Segre,2020/07/28 09:34:00,7,18.39,529,1390.06
Br˙jula,2020/07/28 09:34:00,11,53.61,231,1125.79
Virgen del Val,2020/07/28 09:34:00,,7.07,139,983.1
La Garena,2020/07/28 09:34:00,,11.92,77,918.2
Alcalá_de_Guadaíra,2020/07/28 09:34:00,,8.16,179,1460.63
Pinto,2020/07/28 09:34:00,,15.56,164,850.71
Montesa,2020/07/28 09:34:00,9,36.97,413,1696.31
Abrantes,2020/07/28 09:34:00,13,42.28,332,1079.75
Acacias,2020/07/28 09:34:00,7,36.02,248,1276.25
Alameda,2020/07/28 09:34:00,9,42.31,189,888.41
Las AmÈricas,2020/07/28 09:34:00,,9.78,206,503.68
Collado Villalba Pueblo,2020/07/28 09:34:00,,15.01,190,950.9
Colmenar Viejo Sur,2020/07/28 09:34:00,8,24.72,228,704.6
Puerta_del_Ángel,2020/07/28 09:34:00,,22.54,227,1279.31
Los_Rosales,2020/07/28 09:34:00,,19.08,244,1164.01
Orcasur,2020/07/28 09:34:00,,21.71,142,1027.79
Reyes Magos,2020/07/28 09:34:00,,7.57,439,1662.5
San Juan de la Cruz,2020/07/28 09:34:00,6,24.04,322,1290.17
Gregorio MaraÒÛn,2020/07/28 09:34:00,7,17.66,379,956.1
Guzmán_el_Bueno,2020/07/28 09:34:00,,18.72,295,1380.7
Las_Tablas,2020/07/28 09:34:00,,3.07,158,484.69
Londres,2020/07/28 09:34:00,,6.96,186,1295.17
Fuente el Saz,2020/07/28 09:34:00,13,65.76,152,768.84
Galapagar,2020/07/28 09:34:00,13,30.32,370,863.03
García_Noblejas,2020/07/28 09:34:00,,13.62,233,1057.98
Navas del Rey,2020/07/28 09:34:00,,0,145,2080.05
Guayaba,2020/07/28 09:34:00,,16.34,193,1050.97
Dos de Mayo,2020/07/28 09:34:00,24,75.21,457,1432.2
Felipe II,2020/07/28 09:34:00,28,136.13,251,1220.28
Francia,2020/07/28 09:34:00,23,67.02,374,1089.84
Infanta_Mercedes,2020/07/28 09:34:00,,0,171,1186.68
Alpedrete,2020/07/28 09:34:00,7,48.03,161,1104.63
Andrés_Mellado,2020/07/28 09:34:00,8,33.68,357,1502.84
Imperial,2020/07/28 09:34:00,15,65.93,331,1454.75
El Naranjo,2020/07/28 09:34:00,17,77.94,205,939.81
San MartÌn de Valdeiglesias,2020/07/28 09:34:00,,9.05,145,1311.62
Villa del Prado,2020/07/28 09:34:00,,0,200,2137.21
Lavapiés,2020/07/28 09:34:00,12,50.8,247,1045.59
LeganÈs Norte,2020/07/28 09:34:00,,23.46,329,2573.13
Legazpi,2020/07/28 09:34:00,11,39.17,306,1089.59
Monovar,2020/07/28 09:34:00,,0,242,1141.72
Miguel Servet,2020/07/28 09:34:00,,17.46,227,1321.07
Miguel de Cervantes,2020/07/28 09:34:00,,7.34,396,1452.89
Miraflores,2020/07/28 09:34:00,13,59.51,187,856.03
Mirasierra,2020/07/28 09:34:00,6,18.24,462,1404.81
Monforte de Lemos,2020/07/28 09:34:00,,0,276,1721.99
General_Ricardos,2020/07/28 09:34:00,16,56.76,380,1347.95
Coslada - Jaime Vera,2020/07/28 09:34:00,,14.14,228,1611.88
Cuzco,2020/07/28 09:34:00,11,52.16,240,1137.98
Daganzo de Arriba,2020/07/28 09:34:00,,16.74,105,585.9
Daroca,2020/07/28 09:34:00,13,37.78,457,1327.95
Fuencarral,2020/07/28 09:34:00,,23.88,247,1179.73
Huerta de Los Frailes,2020/07/28 09:34:00,6,30.58,341,1737.93
El_Pardo,2020/07/28 09:34:00,,28.97,61,1767.09
Humanes de Madrid,2020/07/28 09:34:00,13,52.25,192,771.74
Ibiza,2020/07/28 09:34:00,12,35.3,526,1547.51
Doctor Trueta,2020/07/28 09:34:00,,0,126,1213.87
Simancas,2020/07/28 09:34:00,,17.91,276,988.4
Sector Oficios,2020/07/28 09:34:00,14,72.77,256,1330.56
Segovia,2020/07/28 09:34:00,22,96.7,243,1068.08
Sevilla la Nueva,2020/07/28 09:34:00,,16.23,175,1420.22
Sierra de Guadarrama,2020/07/28 09:34:00,,19.72,151,992.38
Media_Legua,2020/07/28 09:34:00,,15.96,406,1620.24
Mejorada del Campo,2020/07/28 09:34:00,6,13.54,334,753.93
MendiguchÌa Carriche,2020/07/28 09:34:00,6,26.44,346,1524.83
Morata de TajuÒa,2020/07/28 09:34:00,,39.05,117,1522.84
Ciudad San Pablo,2020/07/28 09:34:00,,0,118,992.35
Sanchinarro,2020/07/28 09:34:00,,17.1,223,762.86
Pilar,2020/07/28 09:34:00,,7.19,713,1708.28
Manuel Merino,2020/07/28 09:34:00,,17.3,176,1522.49
S·nchez Morate,2020/07/28 09:34:00,10,54.67,176,962.17
Monterrozas,2020/07/28 09:34:00,,10.3,452,1164.44
Villarejo de SalvanÈs,2020/07/28 09:34:00,,14.14,101,713.88
Villaviciosa de OdÛn,2020/07/28 09:34:00,,10.78,247,887.37
Vinateros_Torito,2020/07/28 09:34:00,6,19.39,517,1670.54
Virgen_de_Begoña,2020/07/28 09:34:00,,10.37,199,2063.46
Vista_Alegre,2020/07/28 09:34:00,10,27.06,435,1176.92
Zofío,2020/07/28 09:34:00,19,60.38,384,1220.33
Alcalde BartolomÈ Gonz·lez,2020/07/28 09:34:00,18,83.81,262,1219.91
Alcobendas - Chopera,2020/07/28 09:34:00,9,32.65,200,725.61
Doctor LaÌn Entralgo,2020/07/28 09:34:00,,0,307,1283.28
Alicante,2020/07/28 09:34:00,14,56.14,256,1026.63
San_Isidro,2020/07/28 09:34:00,6,34.83,213,1236.29
Parque Oeste,2020/07/28 09:34:00,,13.79,137,944.63
Puerta_Bonita,2020/07/28 09:34:00,,27,309,2085.58
Butarque,2020/07/28 09:34:00,,15.91,148,784.85
Colmenar de Oreja,2020/07/28 09:34:00,,0,74,418.36
La Princesa,2020/07/28 09:34:00,20,100.81,220,1108.93
La_Ventilla,2020/07/28 09:34:00,9,39.76,348,1537.24
Las_Águilas,2020/07/28 09:34:00,9,32.66,372,1349.78
Las_Calesas,2020/07/28 09:34:00,10,37.85,354,1339.94
Las Ciudades,2020/07/28 09:34:00,7,41.53,177,1050.2
Ángela_Uriarte,2020/07/28 09:34:00,10,36.9,347,1280.4
Antonio_Leyva,2020/07/28 09:34:00,6,43.86,118,862.64
Perales_del_Río,2020/07/28 09:34:00,,10.39,89,924.39
Getafe Norte,2020/07/28 09:34:00,,0,125,1079.91
El RestÛn,2020/07/28 09:34:00,,12.24,356,1089.25
Jazmín,2020/07/28 09:34:00,,8.49,258,1095.12
RascafrÌa,2020/07/28 09:34:00,,0,8,303.49
Barajas,2020/07/28 09:34:00,,0,153,868.97
La Veredilla,2020/07/28 09:34:00,,24.63,124,1018.23
Alpes,2020/07/28 09:34:00,6,16.62,425,1177.42
San Fernando,2020/07/28 09:34:00,,25.41,233,1184.3
Colmenar Viejo Norte,2020/07/28 09:34:00,,0,300,1631.06
Vandel,2020/07/28 09:34:00,7,31.27,354,1581.13
La Moraleja,2020/07/28 09:34:00,,0,210,883.21
Las Matas,2020/07/28 09:34:00,,45.32,63,951.66
Perales de TajuÒa,2020/07/28 09:34:00,,11.31,88,995.59
Aravaca,2020/07/28 09:34:00,13,35.77,449,1235.28
Arganda del Rey,2020/07/28 09:34:00,6,27.6,247,1136.15
Arganda - Felicidad,2020/07/28 09:34:00,13,38.63,185,549.79
Argüelles,2020/07/28 09:34:00,17,70.54,289,1199.12
Arroyomolinos,2020/07/28 09:34:00,14,44.59,213,678.43
General_Fanjul,2020/07/28 09:34:00,11,47.11,296,1267.56
General_Moscardó,2020/07/28 09:34:00,,19.79,269,1331.16
General_Oráa,2020/07/28 09:34:00,,15.26,273,1041.31
GriÒÛn,2020/07/28 09:34:00,,5.05,285,719.46
Vicente_Muzas,2020/07/28 09:34:00,,14.41,204,980.02
Vicálvaro_Artilleros,2020/07/28 09:34:00,7,37.57,292,1567.11
Vicálvaro_Villablanca,2020/07/28 09:34:00,,28.27,214,1210
Las Olivas,2020/07/28 09:34:00,,25.57,146,933.44
Villa_Vallecas,2020/07/28 09:34:00,8,29.3,531,1944.49
Villaamil,2020/07/28 09:34:00,8,31.98,373,1491.16
Pintores,2020/07/28 09:34:00,,20.7,173,716.39
Villanueva de la CaÒada,2020/07/28 09:34:00,,8.42,335,940.48
Villanueva del Pardillo,2020/07/28 09:34:00,,11.64,117,681.02
El Soto,2020/07/28 09:34:00,24,118.48,327,1614.34
Eloy_Gonzalo,2020/07/28 09:34:00,7,22.47,368,1181.23
Ensanche_Vallecas,2020/07/28 09:34:00,,6.81,474,806.86
Entrevías,2020/07/28 09:34:00,15,54.56,401,1458.66
Espronceda,2020/07/28 09:34:00,,9.83,532,1307.41
Estrecho_de_Corea,2020/07/28 09:34:00,,12.38,379,1172.54
Europa,2020/07/28 09:34:00,6,31.78,370,1959.54
Peña_Prieta,2020/07/28 09:34:00,7,40.73,283,1646.59
Las Fronteras,2020/07/28 09:34:00,11,33.32,331,1002.57
Las Margaritas,2020/07/28 09:34:00,,12.49,211,878.18
Valdeacederas,2020/07/28 09:34:00,,19.2,386,1482.51
Valdebernardo,2020/07/28 09:34:00,10,63.02,318,2004.16
Valdelasfuentes,2020/07/28 09:34:00,9,34.23,259,985.09
Valdemoro,2020/07/28 09:34:00,8,18.48,565,1304.85
Valle_Inclán,2020/07/28 09:34:00,,28.74,141,1350.96
Valle de la Oliva,2020/07/28 09:34:00,,19.11,186,888.8
Valleaguado,2020/07/28 09:34:00,6,28.22,231,1086.65
Juan de la Cierva,2020/07/28 09:34:00,11,29.01,312,822.81
Justicia,2020/07/28 09:34:00,6,43.11,142,1020.26
Los ¡ngeles,2020/07/28 09:34:00,10,32.06,413,1323.93
Los Castillos,2020/07/28 09:34:00,,18.66,336,1254.15
Lucero,2020/07/28 09:34:00,26,66.6,619,1585.63
Alameda_de_Osuna,2020/07/28 09:34:00,8,27.59,331,1141.34
Campamento,2020/07/28 09:34:00,8,52.5,225,1476.57
Meco,2020/07/28 09:34:00,8,31.03,235,911.38
Baviera,2020/07/28 09:34:00,10,67.86,194,1316.5
Dehesa Vieja,2020/07/28 09:34:00,,0,117,410.2
Alcocer,2020/07/28 09:34:00,6,34.91,217,1262.44
Martínez_de_la_Riva,2020/07/28 09:34:00,14,83.82,205,1227.4
Reyes CatÛlicos,2020/07/28 09:34:00,6,28.74,195,933.95
Rivas - Santa MÛnica,2020/07/28 09:34:00,6,16.14,245,659.24
Rivas - 1∫ de Mayo,2020/07/28 09:34:00,,10.88,145,526.03
Nuestra SeÒora del Pilar,2020/07/28 09:34:00,9,51,206,1167.4
Numancia,2020/07/28 09:34:00,12,49.42,414,1705.04
Orcasitas,2020/07/28 09:34:00,7,30.66,200,875.93
Pacífico,2020/07/28 09:34:00,11,33.47,451,1372.45
Palma_Universidad,2020/07/28 09:34:00,8,32.74,282,1153.94
Palomares,2020/07/28 09:34:00,7,56.71,290,2349.51
Panaderas,2020/07/28 09:34:00,14,37.74,321,865.39
Parque Coimbra,2020/07/28 09:34:00,,32.73,222,1816.69
Aquitania,2020/07/28 09:34:00,6,24.78,293,1210.24
Los Yébenes,2020/07/28 09:34:00,12,35.44,464,1370.19
Pozuelo - EstaciÛn,2020/07/28 09:34:00,,7.82,357,930.63
Pozuelo - Somosaguas,2020/07/28 09:34:00,,4.33,214,926.29
PresentaciÛn Sabio,2020/07/28 09:34:00,23,102.89,240,1073.59
Prosperidad,2020/07/28 09:34:00,19,34.36,760,1374.47
Gandhi,2020/07/28 09:34:00,,10.25,272,1393.59
Guadarrama,2020/07/28 09:34:00,,0,238,1484.53
Buenavista,2020/07/28 09:34:00,,13.51,301,1355.06
Los_Alperchines,2020/07/28 09:34:00,,0,223,1128.66
Martín_de_Vargas,2020/07/28 09:34:00,12,69.24,198,1142.46
Collado Villalba EstaciÛn,2020/07/28 09:34:00,,14.04,251,881.26
Paracuellos del Jarama,2020/07/28 09:34:00,,3.96,94,372
Torrelodones,2020/07/28 09:34:00,,12.44,413,1284.56
Federica_Montseny,2020/07/28 09:34:00,,25.42,343,1744.13
San Lorenzo de El Escorial,2020/07/28 09:34:00,,0,204,958.6
Barrio del Puerto,2020/07/28 09:34:00,,19.73,124,815.68
Benita_de_Ávila,2020/07/28 09:34:00,,5.15,261,1343.7
Quinta_de_los_Molinos,2020/07/28 09:34:00,,8.81,106,934.25
Rafael_Alberti,2020/07/28 09:34:00,10,49.65,260,1290.77
RamÛn y Cajal,2020/07/28 09:34:00,,5.05,302,1526.02
Reina Victoria,2020/07/28 09:34:00,18,51.91,557,1606.21
Rejas,2020/07/28 09:34:00,,11.97,111,664.55
Majadahonda,2020/07/28 09:34:00,14,27.51,486,954.83
Abrantes,2020/07/21 09:23:00,,13.01,323,1050.47
Acacias,2020/07/21 09:23:00,,0,241,1240.22
Adelfas,2020/07/21 09:23:00,,10.29,447,1532.5
Alameda,2020/07/21 09:23:00,,4.7,185,869.61
Alameda_de_Osuna,2020/07/21 09:23:00,,10.34,324,1117.2
Alcalde BartolomÈ Gonz·lez,2020/07/21 09:23:00,,4.66,244,1136.1
Alcalá_de_Guadaíra,2020/07/21 09:23:00,,8.16,178,1452.47
Alcobendas - Chopera,2020/07/21 09:23:00,,3.63,192,696.59
Alcocer,2020/07/21 09:23:00,,0,212,1233.35
Algete,2020/07/21 09:23:00,,7.13,233,830.99
Alicante,2020/07/21 09:23:00,,12.03,243,974.49
Almendrales,2020/07/21 09:23:00,,9.3,225,1045.93
Alpedrete,2020/07/21 09:23:00,,6.86,155,1063.46
Alpes,2020/07/21 09:23:00,,2.77,420,1163.56
Andrés_Mellado,2020/07/21 09:23:00,,16.84,353,1486
Ángela_Uriarte,2020/07/21 09:23:00,,14.76,340,1254.57
Antonio_Leyva,2020/07/21 09:23:00,,7.31,113,826.08
Aquitania,2020/07/21 09:23:00,,8.26,288,1189.59
Aranjuez,2020/07/21 09:23:00,,2.27,367,834.74
Aravaca,2020/07/21 09:23:00,10,27.51,443,1218.77
Arganda del Rey,2020/07/21 09:23:00,,9.2,242,1113.16
Arganda - Felicidad,2020/07/21 09:23:00,,11.89,175,520.07
Argüelles,2020/07/21 09:23:00,8,33.19,279,1157.63
Arroyomolinos,2020/07/21 09:23:00,,9.56,202,643.39
Barajas,2020/07/21 09:23:00,,0,153,868.97
Barcelona,2020/07/21 09:23:00,,14.32,199,949.56
Barrio del Puerto,2020/07/21 09:23:00,,0,121,795.95
Baviera,2020/07/21 09:23:00,6,40.72,190,1289.36
Benita_de_Ávila,2020/07/21 09:23:00,,10.3,262,1348.85
Boadilla del Monte,2020/07/21 09:23:00,,1.83,406,744
Br˙jula,2020/07/21 09:23:00,6,29.24,221,1077.05
Buenavista,2020/07/21 09:23:00,,13.51,300,1350.56
Buitrago de Lozoya,2020/07/21 09:23:00,,0,41,751.05
Bustarviejo,2020/07/21 09:23:00,,0,279,1359.98
Butarque,2020/07/21 09:23:00,,10.61,146,774.25
Cadalso de los Vidrios,2020/07/21 09:23:00,,0,58,1035.34
Campamento,2020/07/21 09:23:00,,32.81,223,1463.45
Campo Real,2020/07/21 09:23:00,,10.25,115,589.23
Campo_de_la_Paloma,2020/07/21 09:23:00,6,31.43,271,1419.37
Canal_de_Panamá,2020/07/21 09:23:00,,3.2,318,1016.27
Canillejas,2020/07/21 09:23:00,,3.5,342,1197.19
Carabanchel_Alto,2020/07/21 09:23:00,,12.09,204,821.82
Caramuel,2020/07/21 09:23:00,,8.67,271,1174.94
Carmen Calzado,2020/07/21 09:23:00,,0,195,1251.52
Casa_de_Campo,2020/07/21 09:23:00,,30.82,196,1510.36
Castelló,2020/07/21 09:23:00,,25.45,199,1266.23
Castilla la Nueva,2020/07/21 09:23:00,9,38.5,248,1060.92
Cea_Bermúdez,2020/07/21 09:23:00,,10.29,256,1317.69
Cercedilla,2020/07/21 09:23:00,,13.9,205,1424.9
Chopera,2020/07/21 09:23:00,15,47.78,419,1334.65
Ciempozuelos,2020/07/21 09:23:00,,3.86,291,1123.34
Ciudad San Pablo,2020/07/21 09:23:00,,0,118,992.35
Ciudad de los Periodistas,2020/07/21 09:23:00,,11.94,387,1539.81
Collado Mediano,2020/07/21 09:23:00,,7.89,70,552.4
Collado Villalba EstaciÛn,2020/07/21 09:23:00,,0,247,867.21
Collado Villalba Pueblo,2020/07/21 09:23:00,,5,186,930.88
Colmenar Viejo Norte,2020/07/21 09:23:00,,5.44,300,1631.06
Colmenar Viejo Sur,2020/07/21 09:23:00,,6.18,220,679.87
Colmenar de Oreja,2020/07/21 09:23:00,,5.65,74,418.36
Comillas,2020/07/21 09:23:00,,4.46,256,1142.25
Cortes,2020/07/21 09:23:00,7,26.56,264,1001.82
Coslada - Jaime Vera,2020/07/21 09:23:00,,7.07,226,1597.74
Cuzco,2020/07/21 09:23:00,,23.71,232,1100.05
Daganzo de Arriba,2020/07/21 09:23:00,,5.58,102,569.16
Daroca,2020/07/21 09:23:00,,5.81,446,1295.98
Dehesa Vieja,2020/07/21 09:23:00,,0,117,410.2
Dos de Mayo,2020/07/21 09:23:00,,12.54,439,1375.79
Doctor_Cirajas,2020/07/21 09:23:00,,11.8,423,1248.3
Doctor LaÌn Entralgo,2020/07/21 09:23:00,,0,307,1283.28
Doctor Luengo RodrÌguez,2020/07/21 09:23:00,9,22.73,332,838.34
Doctor Tamames,2020/07/21 09:23:00,,0,209,1090.53
Doctor Trueta,2020/07/21 09:23:00,,0,126,1213.87
El Bercial,2020/07/21 09:23:00,,5.34,95,507.15
El Escorial,2020/07/21 09:23:00,,0,149,921.92
El_Espinillo,2020/07/21 09:23:00,,12.02,156,937.33
El Greco,2020/07/21 09:23:00,7,39.82,176,1001.31
El Juncal,2020/07/21 09:23:00,,11.08,265,978.51
El Molar,2020/07/21 09:23:00,14,42.96,200,613.69
El Naranjo,2020/07/21 09:23:00,,9.17,190,871.04
El_Pardo,2020/07/21 09:23:00,,28.97,60,1738.12
El RestÛn,2020/07/21 09:23:00,8,24.48,354,1083.13
El Soto,2020/07/21 09:23:00,13,64.18,316,1560.03
Eloy_Gonzalo,2020/07/21 09:23:00,,6.42,360,1155.55
Embajadores,2020/07/21 09:23:00,,11.62,293,1135
Ensanche_Vallecas,2020/07/21 09:23:00,,3.4,471,801.76
Entrevías,2020/07/21 09:23:00,6,21.83,391,1422.28
Espronceda,2020/07/21 09:23:00,,9.83,529,1300.04
Estrecho_de_Corea,2020/07/21 09:23:00,6,18.56,376,1163.26
Estrella,2020/07/21 09:23:00,,13.75,197,1354.23
Europa,2020/07/21 09:23:00,,26.48,368,1948.95
Federica_Montseny,2020/07/21 09:23:00,,20.34,339,1723.79
Felipe II,2020/07/21 09:23:00,,24.31,229,1113.33
Francia,2020/07/21 09:23:00,14,40.8,363,1057.78
Fuencarral,2020/07/21 09:23:00,,19.1,241,1151.07
Fuente el Saz,2020/07/21 09:23:00,,5.06,140,708.14
Fuentelarreina,2020/07/21 09:23:00,,4.99,277,1382.03
Galapagar,2020/07/21 09:23:00,,9.33,358,835.04
Gandhi,2020/07/21 09:23:00,,5.12,269,1378.21
García_Noblejas,2020/07/21 09:23:00,,0,229,1039.82
General_Fanjul,2020/07/21 09:23:00,,8.56,286,1224.73
General_Moscardó,2020/07/21 09:23:00,,14.85,267,1321.26
General_Oráa,2020/07/21 09:23:00,,3.81,270,1029.87
General_Ricardos,2020/07/21 09:23:00,6,21.28,368,1305.38
Getafe Norte,2020/07/21 09:23:00,,0,125,1079.91
Goya,2020/07/21 09:23:00,8,13.45,733,1232.39
Gregorio MaraÒÛn,2020/07/21 09:23:00,,10.09,375,946.01
GriÒÛn,2020/07/21 09:23:00,,7.57,283,714.41
Guadarrama,2020/07/21 09:23:00,,0,238,1484.53
Guayaba,2020/07/21 09:23:00,,16.34,192,1045.52
Guzmán_el_Bueno,2020/07/21 09:23:00,,14.04,288,1347.94
Huerta de Los Frailes,2020/07/21 09:23:00,,10.19,336,1712.45
Humanes de Madrid,2020/07/21 09:23:00,14,56.27,190,763.7
Ibiza,2020/07/21 09:23:00,,11.77,518,1523.98
Imperial,2020/07/21 09:23:00,,4.4,317,1393.22
Infanta_Mercedes,2020/07/21 09:23:00,,0,171,1186.68
Isabel II,2020/07/21 09:23:00,6,17.99,307,920.48
Jazmín,2020/07/21 09:23:00,,4.24,257,1090.88
Juan de Austria,2020/07/21 09:23:00,,0,218,1477.67
Juan de la Cierva,2020/07/21 09:23:00,,7.91,303,799.07
Justicia,2020/07/21 09:23:00,,21.55,135,969.97
La Cabrera,2020/07/21 09:23:00,,0,44,611.96
La_Elipa,2020/07/21 09:23:00,9,65.63,185,1349.08
La Garena,2020/07/21 09:23:00,,0,76,906.27
La Marazuela,2020/07/21 09:23:00,,0,83,689.31
La Moraleja,2020/07/21 09:23:00,,8.41,210,883.21
La Plata,2020/07/21 09:23:00,,13.59,187,635.41
La Princesa,2020/07/21 09:23:00,,10.08,202,1018.2
La Ribota,2020/07/21 09:23:00,,10.93,216,1180.07
La_Ventilla,2020/07/21 09:23:00,,8.83,342,1510.73
La Veredilla,2020/07/21 09:23:00,,16.42,122,1001.81
Las_Águilas,2020/07/21 09:23:00,,14.51,365,1324.38
Las AmÈricas,2020/07/21 09:23:00,,7.34,205,501.23
Las_Calesas,2020/07/21 09:23:00,,15.14,347,1313.45
Las Ciudades,2020/07/21 09:23:00,,17.8,172,1020.53
Las Fronteras,2020/07/21 09:23:00,,6.06,322,975.31
Las Margaritas,2020/07/21 09:23:00,,8.32,208,865.69
Las Matas,2020/07/21 09:23:00,,15.11,60,906.34
Las Olivas,2020/07/21 09:23:00,,12.79,144,920.66
Las Rozas,2020/07/21 09:23:00,,2.61,324,845.16
Las_Tablas,2020/07/21 09:23:00,,3.07,158,484.69
Lavapiés,2020/07/21 09:23:00,,12.7,232,982.09
LeganÈs Norte,2020/07/21 09:23:00,,31.28,330,2580.95
Legazpi,2020/07/21 09:23:00,7,24.93,298,1061.1
Londres,2020/07/21 09:23:00,,6.96,186,1295.17
Los_Alperchines,2020/07/21 09:23:00,,0,223,1128.66
Los ¡ngeles,2020/07/21 09:23:00,,9.62,406,1301.49
Los Castillos,2020/07/21 09:23:00,,11.2,333,1242.95
Los_Cármenes,2020/07/21 09:23:00,,3.99,288,1147.87
Los Fresnos,2020/07/21 09:23:00,,0,70,764.86
Los Pedroches,2020/07/21 09:23:00,8,36.72,493,2262.82
Los_Rosales,2020/07/21 09:23:00,,14.31,242,1154.47
Los Yébenes,2020/07/21 09:23:00,,11.81,452,1334.75
Lucero,2020/07/21 09:23:00,13,33.3,602,1542.09
Luis Vives,2020/07/21 09:23:00,,0,258,1057.98
Majadahonda,2020/07/21 09:23:00,7,13.75,474,931.26
Manuel Merino,2020/07/21 09:23:00,,17.3,175,1513.84
Manzanares El Real,2020/07/21 09:23:00,,0,96,587.23
Maqueda,2020/07/21 09:23:00,,7.38,387,1427.78
Mar_Báltico,2020/07/21 09:23:00,,4.7,702,1100.5
MarquÈs de la Valdavia,2020/07/21 09:23:00,,0,116,660.48
Martín_de_Vargas,2020/07/21 09:23:00,,5.77,186,1073.22
Martínez_de_la_Riva,2020/07/21 09:23:00,,5.99,192,1149.56
MarÌa Curie,2020/07/21 09:23:00,,22.93,136,1039.44
María Montessori,2020/07/21 09:23:00,8,57.61,275,1980.41
MarÌa de Guzm·n,2020/07/21 09:23:00,,9.01,331,1490.92
Meco,2020/07/21 09:23:00,,15.51,228,884.24
