municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Madrid-Vicálvaro;2021/03/30 11:53:00;;;206;285,75;6462;8963,67;79619
Alcorcón;2021/03/30 11:53:00;;;315;184,74;14415;8453,85;72
Navalcarnero;2021/03/30 11:53:00;;;75;255,99;2287;7805,99;967
San Agustín del Guadalix;2021/03/30 11:53:00;;;17;127,06;1277;9544,81;1296
Las Rozas de Madrid;2021/03/30 11:53:00;;;294;306,84;7460;7785,92;1277
Moraleja de Enmedio;2021/03/30 11:53:00;;;13;253,12;541;10533,49;894
Valdaracete;2021/03/30 11:53:00;;;;0;67;11001,64;1551
Pozuelo del Rey;2021/03/30 11:53:00;;;;348,74;69;6015,69;1163
Puebla de la Sierra;2021/03/30 11:53:00;;;;0;17;26153,85;1185
Perales de Tajuña;2021/03/30 11:53:00;;;;102,21;237;8074,96;1104
Valdemorillo;2021/03/30 11:53:00;;;23;183,74;765;6111,2;1603
Navalafuente;2021/03/30 11:53:00;;;;138,03;106;7315,39;941
Velilla de San Antonio;2021/03/30 11:53:00;;;37;302,39;1124;9186,01;1678
Villanueva de la Cañada;2021/03/30 11:53:00;;;95;442,99;1852;8636,05;1760
Villanueva del Pardillo;2021/03/30 11:53:00;;;43;250,29;1403;8166,47;1776
Nuevo Baztán;2021/03/30 11:53:00;;;11;175,27;423;6739,96;1006
Villamantilla;2021/03/30 11:53:00;;;;0;111;7702,98;1757
Villamanta;2021/03/30 11:53:00;;;5;195,69;213;8336,59;1744
Cabanillas de la Sierra;2021/03/30 11:53:00;;;;396,83;74;9788,36;297
Cenicientos;2021/03/30 11:53:00;;;6;295,13;174;8558,78;376
Puentes Viejas;2021/03/30 11:53:00;;;;0;32;4712,81;9020
Aranjuez;2021/03/30 11:53:00;;;74;124,15;5975;10023,99;133
Cercedilla;2021/03/30 11:53:00;;;19;270,42;726;10333,05;382
Santorcaz;2021/03/30 11:53:00;;;;112,87;49;5530,47;1369
Coslada;2021/03/30 11:53:00;;;190;232,67;7589;9293,3;493
Morata de Tajuña;2021/03/30 11:53:00;;;16;208,25;743;9670,7;915
Robregordo;2021/03/30 11:53:00;;;;0;5;8620,69;1261
Navarredonda y San Mamés;2021/03/30 11:53:00;;;;0;12;9302,33;973
Venturada;2021/03/30 11:53:00;;;9;416,09;144;6657,42;1697
Navacerrada;2021/03/30 11:53:00;;;16;538,36;306;10296,1;936
Montejo de la Sierra;2021/03/30 11:53:00;;;;1133,14;42;11898,02;881
Fresno de Torote;2021/03/30 11:53:00;;;;90,05;101;4547,5;571
Pinilla del Valle;2021/03/30 11:53:00;;;;0;8;4188,48;1126
Valdemaqueda;2021/03/30 11:53:00;;;;128,04;56;7170,29;1599
Navas del Rey;2021/03/30 11:53:00;;;14;479,78;240;8224,81;992
Olmeda de las Fuentes;2021/03/30 11:53:00;;;;1149,43;26;7471,26;1013
Bustarviejo;2021/03/30 11:53:00;;;;0;118;4714,34;284
Becerril de la Sierra;2021/03/30 11:53:00;;;12;210,01;570;9975,5;186
Fuenlabrada;2021/03/30 11:53:00;;;422;217,86;19134;9878,16;587
Garganta de los Montes;2021/03/30 11:53:00;;;;0;24;6916,43;626
Pinto;2021/03/30 11:53:00;;;81;154,21;3979;7575,3;1132
Alameda del Valle;2021/03/30 11:53:00;;;;0;6;3000;35
Berzosa del Lozoya;2021/03/30 11:53:00;;;;0;54;26341,46;203
Los Santos de la Humosa;2021/03/30 11:53:00;;;14;540,54;179;6911,2;1375
El Álamo;2021/03/30 11:53:00;;;27;285,11;908;9588,17;40
Pelayos de la Presa;2021/03/30 11:53:00;;;;115,56;206;7935,29;1090
Galapagar;2021/03/30 11:53:00;;;90;266,73;3116;9234,78;611
Griñón;2021/03/30 11:53:00;;;14;135,67;1052;10194,79;663
Gargantilla del Lozoya y Pinilla de Buitrago;2021/03/30 11:53:00;;;;0;36;11392,41;632
Aldea del Fresno;2021/03/30 11:53:00;;;12;422,83;219;7716,7;88
Carabaña;2021/03/30 11:53:00;;;13;646,77;168;8358,21;357
Talamanca de Jarama;2021/03/30 11:53:00;;;;103,71;385;9981,85;1454
Chapinería;2021/03/30 11:53:00;;;13;558,42;125;5369,42;513
Ciempozuelos;2021/03/30 11:53:00;;;29;117,92;2244;9124,92;409
Ajalvir;2021/03/30 11:53:00;;;;21,22;251;5326,83;29
San Lorenzo de El Escorial;2021/03/30 11:53:00;;;52;283,09;1352;7360,23;1317
Gascones;2021/03/30 11:53:00;;;;0;11;5699,48;647
San Martín de la Vega;2021/03/30 11:53:00;;;21;109,55;1756;9160,15;1322
Móstoles;2021/03/30 11:53:00;;;504;240,94;18583;8883,57;920
Leganés;2021/03/30 11:53:00;;;347;182,77;15887;8367,7;745
Braojos;2021/03/30 11:53:00;;;;1951,22;23;11219,51;246
Cubas de la Sagra;2021/03/30 11:53:00;;;7;109,15;655;10213,63;506
Algete;2021/03/30 11:53:00;;;41;198,92;2016;9781,18;91
Mejorada del Campo;2021/03/30 11:53:00;;;59;253,5;2108;9057,32;843
Loeches;2021/03/30 11:53:00;;;12;136,5;674;7666,93;758
Parla;2021/03/30 11:53:00;;;363;278,96;13018;10004,3;1065
Fuentidueña de Tajo;2021/03/30 11:53:00;;;8;389,67;191;9303,46;604
Ambite;2021/03/30 11:53:00;;;5;844,59;58;9797,3;112
Torremocha de Jarama;2021/03/30 11:53:00;;;;0;52;5103,04;1533
Anchuelo;2021/03/30 11:53:00;;;5;393,39;66;5192,76;127
Los Molinos;2021/03/30 11:53:00;;;;68,35;432;9842,79;875
Soto del Real;2021/03/30 11:53:00;;;31;352,31;674;7659,96;1441
Valverde de Alcalá;2021/03/30 11:53:00;;;;0;27;5806,45;1662
Fuente el Saz de Jarama;2021/03/30 11:53:00;;;10;149,34;737;11006,57;590
Horcajo de la Sierra-Aoslos;2021/03/30 11:53:00;;;;0;6;4137,93;702
Valdeolmos-Alalpardo;2021/03/30 11:53:00;;;9;217,6;338;8172,15;1625
Campo Real;2021/03/30 11:53:00;;;16;257,65;671;10805,15;339
Valdeavero;2021/03/30 11:53:00;;;;128,7;92;5920,21;1564
Villamanrique de Tajo;2021/03/30 11:53:00;;;;0;54;7681,37;1739
Cobeña;2021/03/30 11:53:00;;;17;228,86;652;8777,6;416
Fresnedillas de la Oliva;2021/03/30 11:53:00;;;;254,45;113;7188,3;565
Valdilecha;2021/03/30 11:53:00;;;7;238,66;310;10569,38;1659
El Berrueco;2021/03/30 11:53:00;;;;526,32;71;9342,11;210
Pezuela de las Torres;2021/03/30 11:53:00;;;;356,29;55;6532,07;1111
Villar del Olmo;2021/03/30 11:53:00;;;;49,73;121;6016,91;1795
Guadarrama;2021/03/30 11:53:00;;;35;218,31;1393;8688,87;685
San Martín de Valdeiglesias;2021/03/30 11:53:00;;;13;153,68;817;9658,35;1338
Torrelodones;2021/03/30 11:53:00;;;61;257,2;2010;8474,93;1527
Boadilla del Monte;2021/03/30 11:53:00;;;146;267,55;3964;7264,06;225
Torrejón de Velasco;2021/03/30 11:53:00;;;27;616,16;416;9493,38;1505
Villanueva de Perales;2021/03/30 11:53:00;;;;255,92;114;7293,67;1782
Tielmes;2021/03/30 11:53:00;;;;113,21;294;11094,34;1467
San Sebastián de los Reyes;2021/03/30 11:53:00;;;184;206,1;8777;9831,31;1343
Guadalix de la Sierra;2021/03/30 11:53:00;;;7;112,65;456;7338,27;679
Humanes de Madrid;2021/03/30 11:53:00;;;43;217,8;1954;9897,18;730
Chinchón;2021/03/30 11:53:00;;;22;412,68;445;8347,4;528
Cadalso de los Vidrios;2021/03/30 11:53:00;;;;32,91;282;9279,37;318
Hoyo de Manzanares;2021/03/30 11:53:00;;;39;462,41;687;8145,6;724
Torrejón de la Calzada;2021/03/30 11:53:00;;;11;123,99;742;8363,39;1492
Estremera;2021/03/30 11:53:00;;;;158,73;135;10714,29;552
Corpa;2021/03/30 11:53:00;;;6;841,51;31;4347,83;480
Meco;2021/03/30 11:53:00;;;31;216,71;874;6109,75;838
Madarcos;2021/03/30 11:53:00;;;;0;5;10416,67;783
Zarzalejo;2021/03/30 11:53:00;;;6;361,88;125;7539,2;1837
Arganda del Rey;2021/03/30 11:53:00;;;147;265,4;4773;8617,23;148
Collado Mediano;2021/03/30 11:53:00;;;21;301,81;512;7358,44;468
Daganzo de Arriba;2021/03/30 11:53:00;;;15;146,99;728;7133,76;534
Manzanares El Real;2021/03/30 11:53:00;;;21;237,56;615;6957,01;822
Buitrago del Lozoya;2021/03/30 11:53:00;;;;0;184;9766,45;278
Valdelaguna;2021/03/30 11:53:00;;;;0;67;7150,48;1570
Valdepiélagos;2021/03/30 11:53:00;;;;171,23;38;6506,85;1631
Casarrubuelos;2021/03/30 11:53:00;;;13;344,1;309;8178,93;360
Miraflores de la Sierra;2021/03/30 11:53:00;;;24;392,93;512;8382,45;856
Paracuellos de Jarama;2021/03/30 11:53:00;;;98;387,83;1816;7186,67;1049
El Vellón;2021/03/30 11:53:00;;;;0;126;6435,14;1684
Lozoya;2021/03/30 11:53:00;;;;0;21;3614,46;761
Collado Villalba;2021/03/30 11:53:00;;;170;266,96;7319;11493,59;474
Colmenarejo;2021/03/30 11:53:00;;;40;438,12;666;7294,63;442
Villavieja del Lozoya;2021/03/30 11:53:00;;;;395,26;17;6719,37;1821
Prádena del Rincón;2021/03/30 11:53:00;;;;0;;3418,8;1179
La Cabrera;2021/03/30 11:53:00;;;17;637,42;300;11248,59;301
Sevilla la Nueva;2021/03/30 11:53:00;;;22;236,1;775;8317,24;1415
La Acebeda;2021/03/30 11:53:00;;;;0;;2380,95;14
Redueña;2021/03/30 11:53:00;;;;0;8;3076,92;1219
Robledillo de la Jara;2021/03/30 11:53:00;;;;0;10;12500;1245
La Serna del Monte;2021/03/30 11:53:00;;;;0;14;17283,95;1381
Colmenar de Oreja;2021/03/30 11:53:00;;;16;199,2;742;9238,05;437
Rozas de Puerto Real;2021/03/30 11:53:00;;;;0;37;6981,13;1283
Valdemanco;2021/03/30 11:53:00;;;;109,41;49;5361,05;1586
Brunete;2021/03/30 11:53:00;;;34;316,69;827;7703,06;262
Titulcia;2021/03/30 11:53:00;;;;76,16;123;9367,86;1473
Villa del Prado;2021/03/30 11:53:00;;;8;122,7;785;12039,88;1718
Lozoyuela-Navas-Sieteiglesias;2021/03/30 11:53:00;;;6;461,89;115;8852,96;9015
Quijorna;2021/03/30 11:53:00;;;10;290,78;337;9799,36;1198
Valdemoro;2021/03/30 11:53:00;;;212;279,01;5430;7146,34;1610
Tres Cantos;2021/03/30 11:53:00;;;98;205,36;3047;6384,9;9036
Torrelaguna;2021/03/30 11:53:00;;;;63,03;397;8340,34;1512
Rivas-Vaciamadrid;2021/03/30 11:53:00;;;207;234,83;6769;7678,96;1230
El Atazar;2021/03/30 11:53:00;;;;0;;1123,6;164
Pedrezuela;2021/03/30 11:53:00;;;12;203,67;587;9962,66;1087
Santa María de la Alameda;2021/03/30 11:53:00;;;;79,74;66;5263,16;1356
Horcajuelo de la Sierra;2021/03/30 11:53:00;;;;0;;1162,79;719
Arroyomolinos;2021/03/30 11:53:00;;;69;219,77;2141;6819,34;151
Moralzarzal;2021/03/30 11:53:00;;;57;437,59;1177;9035,77;908
Canencia;2021/03/30 11:53:00;;;;447,43;35;7829,98;344
Villarejo de Salvanés;2021/03/30 11:53:00;;;11;149,97;825;11247,44;1809
Serranillos del Valle;2021/03/30 11:53:00;;;10;240,1;363;8715,49;1408
Villaviciosa de Odón;2021/03/30 11:53:00;;;91;326,93;2186;7853,42;1816
Camarma de Esteruelas;2021/03/30 11:53:00;;;13;177,21;461;6284,08;323
Robledo de Chavela;2021/03/30 11:53:00;;;5;117,1;240;5620,61;1258
Patones;2021/03/30 11:53:00;;;;0;32;5914,97;1071
Navalagamella;2021/03/30 11:53:00;;;;153,26;218;8352,49;954
Rascafría;2021/03/30 11:53:00;;;;0;105;6310,1;1202
El Boalo;2021/03/30 11:53:00;;;31;412,89;669;8910,5;231
Majadahonda;2021/03/30 11:53:00;;;231;321,61;7159;9967,14;800
Batres;2021/03/30 11:53:00;;;;118,76;83;4928,74;170
Alcobendas;2021/03/30 11:53:00;;;265;226,42;12864;10991,11;66
Alcalá de Henares;2021/03/30 11:53:00;;;407;208,03;14742;7534,92;53
Colmenar Viejo;2021/03/30 11:53:00;;;81;159,6;4242;8358,29;455
San Fernando de Henares;2021/03/30 11:53:00;;;124;314,47;3828;9707,85;1300
Villalbilla;2021/03/30 11:53:00;;;39;281,02;851;6132,01;1723
El Escorial;2021/03/30 11:53:00;;;43;266,06;1103;6824,65;549
Colmenar del Arroyo;2021/03/30 11:53:00;;;;173,91;141;8173,91;421
Torrejón de Ardoz;2021/03/30 11:53:00;;;238;181,16;12116;9222,38;1489
Piñuécar-Gandullas;2021/03/30 11:53:00;;;;0;9;4864,86;1147
Brea de Tajo;2021/03/30 11:53:00;;;5;954,2;75;14312,98;259
El Molar;2021/03/30 11:53:00;;;;44,75;769;8603,71;869
Belmonte de Tajo;2021/03/30 11:53:00;;;13;781,25;130;7812,5;199
Torres de la Alameda;2021/03/30 11:53:00;;;35;449,93;599;7700,22;1548
Somosierra;2021/03/30 11:53:00;;;;0;5;5813,95;1436
Alpedrete;2021/03/30 11:53:00;;;39;267,58;1325;9090,91;105
Orusco de Tajuña;2021/03/30 11:53:00;;;;160,77;104;8360,13;1028
La Hiruela;2021/03/30 11:53:00;;;;0;;5263,16;698
Cervera de Buitrago;2021/03/30 11:53:00;;;;0;16;10666,67;395
Getafe;2021/03/30 11:53:00;;;586;319,57;15679;8550,29;650
Ribatejada;2021/03/30 11:53:00;;;;0;47;6002,55;1224
Villaconejos;2021/03/30 11:53:00;;;5;147,58;382;11275,09;1701
Valdetorres de Jarama;2021/03/30 11:53:00;;;;66,71;260;5781,63;1646
Pozuelo de Alarcón;2021/03/30 11:53:00;;;276;319,36;7499;8677,19;1150
Madrid-Retiro;2021/03/23 12:16:00;;;240;201,14;10312;8642,52;79603
Madrid-Salamanca;2021/03/23 12:16:00;;;375;256,67;13499;9239,31;79604
Madrid-Centro;2021/03/23 12:16:00;;;334;247,69;12779;9476,6;79601
Madrid-Arganzuela;2021/03/23 12:16:00;;;368;239,27;13416;8722,85;79602
Madrid-Chamartín;2021/03/23 12:16:00;;;417;285,91;13008;8918,81;79605
Madrid-Tetuán;2021/03/23 12:16:00;;;328;207,56;14592;9234,1;79606
Madrid-Chamberí;2021/03/23 12:16:00;;;369;264,75;13396;9611,2;79607
Madrid-Fuencarral-El Pardo;2021/03/23 12:16:00;;;583;237,05;20350;8274,41;79608
Madrid-Moncloa-Aravaca;2021/03/23 12:16:00;;;329;275,5;11728;9820,88;79609
Madrid-Latina;2021/03/23 12:16:00;;;530;222,49;21241;8916,62;79610
Madrid-Carabanchel;2021/03/23 12:16:00;;;491;194;24739;9774,44;79611
Madrid-Usera;2021/03/23 12:16:00;;;305;218,26;14224;10178,83;79612
Madrid-Puente de Vallecas;2021/03/23 12:16:00;;;578;246,11;28137;11980,48;79613
Madrid-San Blas - Canillejas;2021/03/23 12:16:00;;;295;186,54;13823;8740,88;79620
Madrid-Barajas;2021/03/23 12:16:00;;;135;275,82;3915;7998,77;79621
Madrid-Moratalaz;2021/03/23 12:16:00;;;170;179,76;9067;9587,61;79614
Madrid-Ciudad Lineal;2021/03/23 12:16:00;;;512;236,73;20233;9354,83;79615
Madrid-Hortaleza;2021/03/23 12:16:00;;;347;184,39;15624;8302,38;79616
Madrid-Villaverde;2021/03/23 12:16:00;;;301;202,09;15429;10358,79;79617
Madrid-Villa de Vallecas;2021/03/23 12:16:00;;;245;221,99;10050;9106,15;79618
Madrid-Vicálvaro;2021/03/23 12:16:00;;;221;306,56;6377;8845,76;79619
Alcorcón;2021/03/23 12:16:00;;;314;184,15;14250;8357,09;72
Navalcarnero;2021/03/23 12:16:00;;;81;276,47;2246;7666,05;967
San Agustín del Guadalix;2021/03/23 12:16:00;;;17;127,06;1268;9477,54;1296
Las Rozas de Madrid;2021/03/23 12:16:00;;;238;248,4;7292;7610,58;1277
Moraleja de Enmedio;2021/03/23 12:16:00;;;16;311,53;538;10475,08;894
Valdaracete;2021/03/23 12:16:00;;;;0;67;11001,64;1551
Pozuelo del Rey;2021/03/23 12:16:00;;;;348,74;69;6015,69;1163
Puebla de la Sierra;2021/03/23 12:16:00;;;;1538,46;17;26153,85;1185
Perales de Tajuña;2021/03/23 12:16:00;;;;68,14;236;8040,89;1104
Valdemorillo;2021/03/23 12:16:00;;;25;199,71;749;5983,38;1603
Navalafuente;2021/03/23 12:16:00;;;;138,03;105;7246,38;941
Velilla de San Antonio;2021/03/23 12:16:00;;;26;212,49;1101;8998,04;1678
Villanueva de la Cañada;2021/03/23 12:16:00;;;65;303,1;1793;8360,92;1760
Villanueva del Pardillo;2021/03/23 12:16:00;;;40;232,83;1376;8009,31;1776
Nuevo Baztán;2021/03/23 12:16:00;;;;31,87;412;6564,69;1006
Villamantilla;2021/03/23 12:16:00;;;;138,79;111;7702,98;1757
Villamanta;2021/03/23 12:16:00;;;;78,28;209;8180,04;1744
Cabanillas de la Sierra;2021/03/23 12:16:00;;;;264,55;71;9391,53;297
Cenicientos;2021/03/23 12:16:00;;;5;245,94;173;8509,59;376
Puentes Viejas;2021/03/23 12:16:00;;;;147,28;32;4712,81;9020
Aranjuez;2021/03/23 12:16:00;;;82;137,57;5935;9956,88;133
Cercedilla;2021/03/23 12:16:00;;;20;284,66;717;10204,95;382
Santorcaz;2021/03/23 12:16:00;;;;225,73;49;5530,47;1369
Coslada;2021/03/23 12:16:00;;;152;186,14;7474;9152,47;493
Morata de Tajuña;2021/03/23 12:16:00;;;24;312,38;732;9527,53;915
Robregordo;2021/03/23 12:16:00;;;;0;5;8620,69;1261
Navarredonda y San Mamés;2021/03/23 12:16:00;;;;0;12;9302,33;973
Venturada;2021/03/23 12:16:00;;;;92,46;136;6287,56;1697
Navacerrada;2021/03/23 12:16:00;;;15;504,71;295;9925,98;936
Montejo de la Sierra;2021/03/23 12:16:00;;;6;1699,72;42;11898,02;881
Fresno de Torote;2021/03/23 12:16:00;;;;45,02;100;4502,48;571
Pinilla del Valle;2021/03/23 12:16:00;;;;0;8;4188,48;1126
Valdemaqueda;2021/03/23 12:16:00;;;;0;55;7042,25;1599
Navas del Rey;2021/03/23 12:16:00;;;11;376,97;231;7916,38;992
Olmeda de las Fuentes;2021/03/23 12:16:00;;;;287,36;23;6609,2;1013
Bustarviejo;2021/03/23 12:16:00;;;;79,9;118;4714,34;284
Becerril de la Sierra;2021/03/23 12:16:00;;;8;140,01;560;9800,49;186
Fuenlabrada;2021/03/23 12:16:00;;;332;171,4;18878;9746;587
Garganta de los Montes;2021/03/23 12:16:00;;;;0;24;6916,43;626
Pinto;2021/03/23 12:16:00;;;41;78,06;3918;7459,16;1132
Alameda del Valle;2021/03/23 12:16:00;;;;0;6;3000;35
Berzosa del Lozoya;2021/03/23 12:16:00;;;;0;54;26341,46;203
Los Santos de la Humosa;2021/03/23 12:16:00;;;12;463,32;174;6718,15;1375
El Álamo;2021/03/23 12:16:00;;;16;168,95;887;9366,42;40
Pelayos de la Presa;2021/03/23 12:16:00;;;6;231,12;205;7896,76;1090
Galapagar;2021/03/23 12:16:00;;;98;290,44;3069;9095,49;611
Griñón;2021/03/23 12:16:00;;;9;87,22;1040;10078,5;663
Gargantilla del Lozoya y Pinilla de Buitrago;2021/03/23 12:16:00;;;;632,91;36;11392,41;632
Aldea del Fresno;2021/03/23 12:16:00;;;13;458,07;217;7646,23;88
Carabaña;2021/03/23 12:16:00;;;12;597,01;163;8109,45;357
Talamanca de Jarama;2021/03/23 12:16:00;;;;103,71;383;9930;1454
Chapinería;2021/03/23 12:16:00;;;7;300,69;117;5025,77;513
Ciempozuelos;2021/03/23 12:16:00;;;20;81,33;2223;9039,53;409
Ajalvir;2021/03/23 12:16:00;;;;42,44;251;5326,83;29
San Lorenzo de El Escorial;2021/03/23 12:16:00;;;47;255,87;1318;7175,13;1317
Gascones;2021/03/23 12:16:00;;;;0;11;5699,48;647
San Martín de la Vega;2021/03/23 12:16:00;;;18;93,9;1743;9092,33;1322
Móstoles;2021/03/23 12:16:00;;;438;209,39;18296;8746,37;920
Leganés;2021/03/23 12:16:00;;;294;154,85;15669;8252,88;745
Braojos;2021/03/23 12:16:00;;;;1951,22;23;11219,51;246
Cubas de la Sagra;2021/03/23 12:16:00;;;9;140,34;653;10182,44;506
Algete;2021/03/23 12:16:00;;;31;150,41;1992;9664,74;91
Mejorada del Campo;2021/03/23 12:16:00;;;52;223,43;2084;8954,2;843
Loeches;2021/03/23 12:16:00;;;9;102,38;667;7587,31;758
Parla;2021/03/23 12:16:00;;;292;224,4;12804;9839,85;1065
Fuentidueña de Tajo;2021/03/23 12:16:00;;;11;535,8;188;9157,33;604
Ambite;2021/03/23 12:16:00;;;;675,68;56;9459,46;112
Torremocha de Jarama;2021/03/23 12:16:00;;;;196,27;52;5103,04;1533
Anchuelo;2021/03/23 12:16:00;;;6;472,07;66;5192,76;127
Los Molinos;2021/03/23 12:16:00;;;;45,57;430;9797,22;875
Soto del Real;2021/03/23 12:16:00;;;34;386,41;662;7523,58;1441
Valverde de Alcalá;2021/03/23 12:16:00;;;;0;27;5806,45;1662
Fuente el Saz de Jarama;2021/03/23 12:16:00;;;9;134,41;732;10931,9;590
Horcajo de la Sierra-Aoslos;2021/03/23 12:16:00;;;;0;6;4137,93;702
Valdeolmos-Alalpardo;2021/03/23 12:16:00;;;12;290,14;333;8051,26;1625
Campo Real;2021/03/23 12:16:00;;;7;112,72;662;10660,23;339
Valdeavero;2021/03/23 12:16:00;;;;0;90;5791,51;1564
Villamanrique de Tajo;2021/03/23 12:16:00;;;;284,5;54;7681,37;1739
Cobeña;2021/03/23 12:16:00;;;16;215,4;642;8642,97;416
Fresnedillas de la Oliva;2021/03/23 12:16:00;;;5;318,07;111;7061,07;565
Valdilecha;2021/03/23 12:16:00;;;10;340,95;304;10364,81;1659
El Berrueco;2021/03/23 12:16:00;;;5;657,89;68;8947,37;210
Pezuela de las Torres;2021/03/23 12:16:00;;;;118,76;51;6057,01;1111
Villar del Olmo;2021/03/23 12:16:00;;;;149,18;121;6016,91;1795
Guadarrama;2021/03/23 12:16:00;;;28;174,65;1374;8570,36;685
San Martín de Valdeiglesias;2021/03/23 12:16:00;;;11;130,04;812;9599,24;1338
Torrelodones;2021/03/23 12:16:00;;;50;210,82;1975;8327,36;1527
Boadilla del Monte;2021/03/23 12:16:00;;;137;251,05;3868;7088,14;225
Torrejón de Velasco;2021/03/23 12:16:00;;;20;456,41;406;9265,18;1505
Villanueva de Perales;2021/03/23 12:16:00;;;;63,98;110;7037,75;1782
Tielmes;2021/03/23 12:16:00;;;;37,74;292;11018,87;1467
San Sebastián de los Reyes;2021/03/23 12:16:00;;;156;174,74;8662;9702,5;1343
Guadalix de la Sierra;2021/03/23 12:16:00;;;14;225,3;455;7322,18;679
Humanes de Madrid;2021/03/23 12:16:00;;;35;177,28;1924;9745,23;730
Chinchón;2021/03/23 12:16:00;;;13;243,86;434;8141,06;528
Cadalso de los Vidrios;2021/03/23 12:16:00;;;5;164,53;281;9246,46;318
Hoyo de Manzanares;2021/03/23 12:16:00;;;25;296,42;667;7908,47;724
Torrejón de la Calzada;2021/03/23 12:16:00;;;10;112,71;734;8273,22;1492
Estremera;2021/03/23 12:16:00;;;;79,37;134;10634,92;552
Corpa;2021/03/23 12:16:00;;;;0;25;3506,31;480
Meco;2021/03/23 12:16:00;;;29;202,73;858;5997,9;838
Madarcos;2021/03/23 12:16:00;;;;0;5;10416,67;783
Zarzalejo;2021/03/23 12:16:00;;;;180,94;119;7177,32;1837
Arganda del Rey;2021/03/23 12:16:00;;;90;162,49;4683;8454,75;148
Collado Mediano;2021/03/23 12:16:00;;;15;215,58;497;7142,86;468
Daganzo de Arriba;2021/03/23 12:16:00;;;14;137,19;719;7045,57;534
Manzanares El Real;2021/03/23 12:16:00;;;14;158,37;602;6809,95;822
Buitrago del Lozoya;2021/03/23 12:16:00;;;;0;184;9766,45;278
Valdelaguna;2021/03/23 12:16:00;;;;0;67;7150,48;1570
Valdepiélagos;2021/03/23 12:16:00;;;;0;37;6335,62;1631
Casarrubuelos;2021/03/23 12:16:00;;;12;317,63;302;7993,65;360
Miraflores de la Sierra;2021/03/23 12:16:00;;;31;507,53;505;8267,85;856
Paracuellos de Jarama;2021/03/23 12:16:00;;;86;340,34;1758;6957,14;1049
El Vellón;2021/03/23 12:16:00;;;;0;126;6435,14;1684
Lozoya;2021/03/23 12:16:00;;;;0;21;3614,46;761
Collado Villalba;2021/03/23 12:16:00;;;183;287,38;7227;11349,11;474
Colmenarejo;2021/03/23 12:16:00;;;20;219,06;633;6933,19;442
Villavieja del Lozoya;2021/03/23 12:16:00;;;;0;16;6324,11;1821
Prádena del Rincón;2021/03/23 12:16:00;;;;0;;3418,8;1179
La Cabrera;2021/03/23 12:16:00;;;6;224,97;289;10836,15;301
Sevilla la Nueva;2021/03/23 12:16:00;;;28;300,49;759;8145,52;1415
La Acebeda;2021/03/23 12:16:00;;;;0;;2380,95;14
Redueña;2021/03/23 12:16:00;;;;0;8;3076,92;1219
Robledillo de la Jara;2021/03/23 12:16:00;;;;0;10;12500;1245
La Serna del Monte;2021/03/23 12:16:00;;;;0;14;17283,95;1381
Colmenar de Oreja;2021/03/23 12:16:00;;;22;273,9;734;9138,45;437
Rozas de Puerto Real;2021/03/23 12:16:00;;;;0;37;6981,13;1283
Valdemanco;2021/03/23 12:16:00;;;;218,82;49;5361,05;1586
Brunete;2021/03/23 12:16:00;;;28;260,8;804;7488,82;262
Titulcia;2021/03/23 12:16:00;;;;0;122;9291,7;1473
Villa del Prado;2021/03/23 12:16:00;;;;61,35;780;11963,19;1718
Lozoyuela-Navas-Sieteiglesias;2021/03/23 12:16:00;;;;307,93;112;8622,02;9015
Quijorna;2021/03/23 12:16:00;;;11;319,86;331;9624,89;1198
Valdemoro;2021/03/23 12:16:00;;;178;234,26;5313;6992,35;1610
Tres Cantos;2021/03/23 12:16:00;;;64;134,11;2987;6259,17;9036
Torrelaguna;2021/03/23 12:16:00;;;5;105,04;395;8298,32;1512
Rivas-Vaciamadrid;2021/03/23 12:16:00;;;155;175,84;6643;7536,02;1230
El Atazar;2021/03/23 12:16:00;;;;0;;1123,6;164
Pedrezuela;2021/03/23 12:16:00;;;20;339,44;586;9945,69;1087
Santa María de la Alameda;2021/03/23 12:16:00;;;;79,74;66;5263,16;1356
Horcajuelo de la Sierra;2021/03/23 12:16:00;;;;0;;1162,79;719
Arroyomolinos;2021/03/23 12:16:00;;;74;235,7;2108;6714,23;151
Moralzarzal;2021/03/23 12:16:00;;;26;199,6;1137;8728,7;908
Canencia;2021/03/23 12:16:00;;;;0;33;7382,55;344
Villarejo de Salvanés;2021/03/23 12:16:00;;;9;122,7;817;11138,38;1809
Serranillos del Valle;2021/03/23 12:16:00;;;8;192,08;357;8571,43;1408
Villaviciosa de Odón;2021/03/23 12:16:00;;;57;204,78;2117;7605,53;1816
Camarma de Esteruelas;2021/03/23 12:16:00;;;15;204,47;453;6175,03;323
Robledo de Chavela;2021/03/23 12:16:00;;;;46,84;236;5526,93;1258
Patones;2021/03/23 12:16:00;;;;0;32;5914,97;1071
Navalagamella;2021/03/23 12:16:00;;;7;268,2;217;8314,18;954
Rascafría;2021/03/23 12:16:00;;;;0;105;6310,1;1202
El Boalo;2021/03/23 12:16:00;;;33;439,53;654;8710,71;231
